user_id,hotel_name,rating_norm,price_norm,trip_type,companion
,Jade's house,2.6,0.016162335,business,family
,Jasmine City Hotel,2.6,0.178735018,leisure,family
,Jasmine Resort Bangkok,2.6,0.121300581,leisure,family
,K Maison Boutique Hotel,4.2,0.055322179,leisure,solo
,K Maison Boutique Hotel,4.2,0.055322179,business,couple
,K Maison Boutique Hotel,4.2,0.114655275,leisure,friend
,K Maison Boutique Hotel,4.2,0.055322179,leisure,couple
,K Maison Boutique Hotel,4.2,0.114655275,business,friend
,Kama Bangkok,4.2,0.016281002,business,couple
,Kama Bangkok,4.2,0.03657292,business,friend
,Kama Bangkok,4.2,0.03657292,leisure,friend
,Kama Bangkok,4.2,0.016281002,leisure,couple
,"Kantary House Hotel & Serviced Apartments, Bangkok",2.6,0.114655275,leisure,family
,Kedkanok Apartment,2.6,0.019722321,leisure,friend
,Kedkanok Apartment,2.6,0.019722321,business,friend
,Khaosan Immjai,4.2,0.003109054,leisure,solo
,Khaosan Immjai,4.2,0.010229026,leisure,couple
,Klub Hotel,4.2,0.033724932,leisure,solo
,Klub Hotel,4.2,0.033724932,business,solo
,Kokotel Surawong,4.2,0.063035481,leisure,friend
,Kokotel Surawong,4.2,0.050456865,business,family
,Kokotel Surawong,4.2,0.035386258,business,couple
,Kokotel Surawong,4.2,0.035386258,leisure,couple
,Kokotel Surawong,4.2,0.029073217,leisure,solo
,Kokotel Surawong,4.2,0.063035481,business,friend
,Kokotel Surawong,4.2,0.050456865,leisure,family
,Le Meridien Bangkok,4.2,0.222261778,leisure,family
,Le Meridien Bangkok,4.2,0.222261778,leisure,friend
,Le Meridien Bangkok,4.2,0.10912543,leisure,solo
,Le Meridien Bangkok,4.2,0.222261778,business,friend
,"Le Royal Meridien, Plaza Athenee Bangkok",4.2,0.126450694,leisure,solo
,Le Siam Hotel,2.6,0.090447372,business,friend
,Le Siam Hotel,2.6,0.090447372,leisure,friend
,Le Tada Parkview Hotel,4.2,0.040844903,leisure,couple
,Le Tada Parkview Hotel,4.2,0.040844903,leisure,solo
,Le Tada Parkview Hotel,4.2,0.085700724,leisure,family
,Le Tada Parkview Hotel,4.2,0.040844903,business,solo
,Le Tada Parkview Hotel,4.2,0.040844903,business,couple
,Le Tada Residence,4.2,0.035860923,business,couple
,Le Tada Residence,4.2,0.035860923,leisure,couple
,Lemontea Hotel,2.6,0.071698113,leisure,family
,Lemontea Hotel,2.6,0.071698113,business,family
,Lemontea Hotel,2.6,0.042767296,leisure,solo
,Lemontea Hotel,2.6,0.042767296,business,solo
,LiT BANGKOK Hotel,4.2,0.092820695,leisure,couple
,LiT BANGKOK Hotel,4.2,0.092820695,business,solo
,LiT BANGKOK Hotel,4.2,0.092820695,leisure,solo
,Lily Residence Executive Serviced Apartment,2.6,0.070558918,business,friend
,Lily Residence Executive Serviced Apartment,2.6,0.070558918,leisure,friend
,LiveItUp Bangkok,4.2,0.02323484,leisure,family
,LiveItUp Bangkok,4.2,0.004010917,leisure,solo
,LiveItUp Bangkok,4.2,0.031232942,business,friend
,Loft Suanplu,2.6,0.028266287,business,solo
,Loftel 22 Hostel,2.6,0.019722321,leisure,friend
,Loftel 22 Hostel,2.6,0.019722321,leisure,family
,Loftel 22 Hostel,2.6,0.019722321,business,friend
,Loftel Station,3.4,0.024468969,business,family
,Loftel Station,3.4,0.013789012,leisure,couple
,Loogchoob Homestay,4.2,0.050575531,business,couple
,Loogchoob Homestay,4.2,0.050575531,leisure,couple
,Love hostel,4.2,0.006336775,business,couple
,Love hostel,4.2,0.006336775,leisure,couple
,Love hostel,4.2,0.016684467,leisure,friend
,Luz Hostel,4.2,0.004295716,leisure,solo
,Luz Hostel,4.2,0.013789012,business,couple
,MD Rose Apartment,1,0.016874333,leisure,family
,MD Rose Apartment,1,0.016874333,business,family
,Maduzi,4.2,0.21407381,business,friend
,Maduzi,4.2,0.105043313,business,couple
,Maduzi,4.2,0.21407381,leisure,friend
,Maduzi,4.2,0.21407381,leisure,family
,Maduzi,4.2,0.105043313,business,solo
,Maitria Hotel Sukhumvit 18,4.2,0.073739172,business,solo
,Maitria Hotel Sukhumvit 18,4.2,0.073739172,business,couple
,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor",4.2,0.185949923,business,friend
,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor",4.2,0.102147858,leisure,solo
,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor",4.2,0.102147858,business,couple
,Marriott Executive Apartments Mayfair Bangkok,4.2,0.098754005,business,solo
,Marriott Executive Apartments Mayfair Bangkok,4.2,0.098754005,leisure,solo
,Marriott Executive Apartments Sukhumvit Park,4.2,0.205458645,business,friend
,Marvin Suites,2.6,0.04345556,business,friend
,Marvin Suites,2.6,0.025655631,business,family
,Marvin Suites,2.6,0.04345556,leisure,friend
,Meet Up Hostel Bangkok,4.2,0.014975673,business,couple
,Meet Up Hostel Bangkok,4.2,0.014975673,leisure,couple
,Mellow Fellow Hostel,4.2,0.029215616,leisure,friend
,Mellow Fellow Hostel,4.2,0.029215616,business,friend
,Mellow Fellow Hostel,4.2,0.004295716,leisure,solo
,Mellow Fellow Hostel,4.2,0.01260235,leisure,couple
,Mercure Bangkok Siam,4.2,0.079791148,leisure,family
,Mercure Bangkok Siam,4.2,0.071413314,business,solo
,Mercure Bangkok Siam,4.2,0.146837546,leisure,friend
,Mercure Bangkok Siam,4.2,0.071413314,leisure,couple
,Mercure Bangkok Siam,4.2,0.079791148,business,family
,Mercure Bangkok Siam,4.2,0.146837546,business,friend
,Mercure Bangkok Siam,4.2,0.071413314,leisure,solo
,Mercure Bangkok Siam,4.2,0.071413314,business,couple
,Methavalai Residence,4.2,0.02660496,business,couple
,Metro Pratunam Boutique Hotel,2.6,0.057695503,business,family
,Metro Pratunam Boutique Hotel,2.6,0.085463391,leisure,family
,Metropole The Crest Collection by The Ascott Limited,3.4,0.06749733,leisure,couple
,Micro Hostel,3.4,0.016162335,business,couple
,Micro Hostel,3.4,0.016162335,leisure,couple
,Micro Hostel,3.4,0.042268898,business,friend
,Millennium Hilton Bangkok,2.6,0.146837546,business,family
,Miracle Grand Convention Hotel,2.6,0.042245164,business,family
,Mode Sathorn Hotel,4.2,0.081666073,leisure,solo
,Mode Sathorn Hotel,4.2,0.081666073,business,solo
,Mode Sathorn Hotel,4.2,0.081666073,leisure,couple
,Mon Lodge & Yoga Donmueang,4.2,0.022095645,leisure,couple
,Mon Lodge & Yoga Donmueang,4.2,0.022095645,business,couple
,Mon Lodge & Yoga Donmueang,4.2,0.038708912,business,friend
,Mon Lodge & Yoga Donmueang,4.2,0.035148926,leisure,family
,Mon Lodge & Yoga Donmueang,4.2,0.038708912,leisure,friend
,Mon Lodge & Yoga Donmueang,4.2,0.035148926,business,family
,Monomer Hostel Bangkok,4.2,0.033962264,leisure,friend
,Monomer Hostel Bangkok,4.2,0.005482378,business,solo
,Montien Riverside Hotel,2.6,0.059238163,leisure,family
,Montien Riverside Hotel,2.6,0.059238163,business,family
,Moumou Hostel,2.6,0.012365017,leisure,family
,Movylodge,4.2,0.033867331,leisure,friend
,Movylodge,4.2,0.028384953,business,couple
,My Loft Residence,3.4,0.03158894,leisure,friend
,My Loft Residence,3.4,0.013789012,leisure,couple
,My Loft Residence,3.4,0.03158894,business,friend
,Mybed Sathorn,2.6,0.034104664,business,friend
,Mybed Sathorn,2.6,0.034104664,leisure,friend
,NAP Hotel Bangkok,4.2,0.034436929,leisure,couple
,NAP Hotel Bangkok,4.2,0.072884775,leisure,friend
,NAP Hotel Bangkok,4.2,0.072884775,business,friend
,NAP Hotel Bangkok,4.2,0.072884775,business,family
,NIDA Rooms Plubpla Bangkapi 591,4.2,0.026533761,leisure,friend
,Naga Residence,4.2,0.069562122,leisure,friend
,Naga Residence,4.2,0.069562122,business,friend
,Nanatai Suites,1,0.052948855,leisure,family
,Nanatai Suites,1,0.052948855,business,family
,Nanda Heritage Hotel,4.2,0.049388869,business,couple
,Nanda Heritage Hotel,4.2,0.049388869,business,solo
,Nanda Heritage Hotel,4.2,0.049388869,leisure,couple
,Nandha Hotel,4.2,0.035148926,business,couple
,Nandha Hotel,4.2,0.035148926,leisure,family
,Nandha Hotel,4.2,0.035148926,business,family
,Nandha Hotel,4.2,0.035148926,leisure,solo
,Nandha Hotel,4.2,0.035148926,business,solo
,Nang Ta Yon at Ban Thap Chang Hostel,4.2,0.038708912,business,friend
,Nang Ta Yon at Ban Thap Chang Hostel,4.2,0.038708912,leisure,friend
,Nappark Hostel @Khao San,4.2,0.007831969,business,solo
,Nappark Hostel @Khao San,4.2,0.007831969,leisure,solo
,Naturbliss Boutique Residence,2.6,0.007855702,business,solo
,Naturbliss Boutique Residence,2.6,0.007855702,leisure,solo
,Niras Bankoc Hostel,4.2,0.007381037,business,solo
,Niras Bankoc Hostel,4.2,0.0415569,business,friend
,Niras Bankoc Hostel,4.2,0.0415569,leisure,friend
,Nitan Hostel Khaosan,4.2,0.009042364,leisure,solo
,Nitan Hostel Khaosan,4.2,0.048202207,business,friend
,Nitan Hostel Khaosan,4.2,0.048202207,leisure,friend
,Nornyai,4.2,0.01165302,leisure,couple
,Nornyai,4.2,0.01165302,business,couple
,Nornyai,4.2,0.003821051,business,solo
,Nornyai,4.2,0.003821051,leisure,solo
,Northgate Ratchayothin,2.6,0.127115225,leisure,friend
,Noursabah Boutique Bed Bangkok,4.2,0.036335588,leisure,couple
,Novotel Bangkok IMPACT,3.4,0.083754598,business,family
,Novotel Bangkok IMPACT,3.4,0.136394921,business,friend
,Novotel Bangkok IMPACT,3.4,0.136394921,leisure,friend
,Novotel Bangkok Ploenchit Sukhumvit,4.2,0.07672956,leisure,couple
,Novotel Bangkok Ploenchit Sukhumvit,4.2,0.07672956,business,couple
,Novotel Bangkok Sukhumvit 20,4.2,0.143206361,leisure,friend
,Novotel Bangkok Sukhumvit 20,4.2,0.143206361,business,friend
,Novotel Bangkok Sukhumvit 20,4.2,0.069585855,leisure,solo
,Novotel Bangkok Sukhumvit 20,4.2,0.069585855,business,solo
,Oaks Bangkok Sathorn,4.2,0.116103002,leisure,family
,Oaks Bangkok Sathorn,4.2,0.116103002,business,family
,Oakwood Residence Sukhumvit 24,2.6,0.157375104,business,friend
,Oakwood Residence Sukhumvit Thonglor Bangkok,4.2,0.079530082,business,solo
,Oakwood Residence Sukhumvit Thonglor Bangkok,4.2,0.079530082,leisure,solo
,Oakwood Residence Sukhumvit Thonglor Bangkok,4.2,0.100415332,business,family
,Oh Bangkok Hostel,4.2,0.004889047,business,solo
,Oh Bangkok Hostel,4.2,0.013789012,leisure,couple
,Oldtown Hostel,3.4,0.00073573,leisure,solo
,Olive Residence,2.6,0.074308769,leisure,friend
,Olive Residence,2.6,0.07160318,business,family
,Olive Residence,2.6,0.074308769,business,friend
,Once Again Hostel,4.2,0.038708912,business,friend
,Oneday Hostel Sukhumvit 26,4.2,0.023756972,leisure,couple
,Oneday Hostel Sukhumvit 26,4.2,0.042980895,business,friend
,Oneday Hostel Sukhumvit 26,4.2,0.023756972,business,couple
,Oneday Hostel Sukhumvit 26,4.2,0.005601044,business,solo
,Oneday Hostel Sukhumvit 26,4.2,0.042980895,leisure,friend
,P-Park Residence - Charansanitwong-Rama7,2.6,0.038234247,business,family
,P.K. Garden Home,2.6,0.100415332,business,family
,P.K. Garden Home,2.6,0.100415332,leisure,friend
,P.K. Garden Home,2.6,0.048202207,business,solo
,P.K. Garden Home,2.6,0.100415332,business,friend
,P.T. Court,2.6,0.079055417,business,family
,P.T. Court,2.6,0.079055417,leisure,family
,P24 at Kaset,2.6,0.037759582,business,friend
,P24 at Kaset,2.6,0.037759582,leisure,friend
,PSB1 Apartment,2.6,0.055322179,leisure,solo
,PSB1 Apartment,2.6,0.055322179,business,couple
,PSB1 Apartment,2.6,0.055322179,business,solo
,PanPan Hostel,4.2,0.018535659,business,couple
,Pantip Suites,2.6,0.140761837,leisure,family
,Parinda Hotel,4.2,0.096618014,business,family
,Parinda Hotel,4.2,0.096618014,business,friend
,Parinda Hotel,4.2,0.096618014,leisure,friend
,Park 19 Residence,3.4,0.038708912,business,couple
,Park 19 Residence,3.4,0.088074048,business,family
,Park 19 Residence,3.4,0.038708912,leisure,couple
,Park 19 Residence,3.4,0.088074048,leisure,family
,Park Plaza Bangkok Soi 18,4.2,0.124196037,business,friend
,Park Plaza Bangkok Soi 18,4.2,0.124196037,leisure,friend
,Park Plaza Bangkok Soi 18,4.2,0.06009256,business,couple
,Parvena Hotel,3.4,0.038708912,business,family
,Parvena Hotel,3.4,0.017348997,leisure,couple
,Parvena Hotel,3.4,0.017348997,business,couple
,Pathumwan Princess Hotel,4.2,0.201590127,business,friend
,Pathumwan Princess Hotel,4.2,0.201590127,leisure,family
,Petit Hostel,4.2,0.017348997,business,friend
,Phurahong Homestay,2.6,0.014738341,leisure,family
,PlayHaus Thonglor,3.4,0.033962264,business,couple
,PlayHaus Thonglor,3.4,0.071935446,leisure,friend
,PlayHaus Thonglor,3.4,0.033962264,leisure,couple
,Polo Park Condominium,4.2,0.090922036,business,friend
,Polo Park Condominium,4.2,0.090922036,leisure,friend
,Praso@Ratchada12,2.6,0.081428741,leisure,friend
,Praso@Ratchada12,2.6,0.081428741,business,friend
,Praya Palazzo,2.6,0.195348285,business,friend
,Pula Residence,3.4,0.034199597,business,solo
,Pula Residence,3.4,0.034199597,leisure,solo
,Pula Residence,3.4,0.07241011,business,friend
,Pula Residence,3.4,0.07241011,leisure,friend
,Pullman Bangkok Grande Sukhumvit,4.2,0.208686365,business,friend
,Pullman Bangkok Grande Sukhumvit,4.2,0.102337724,leisure,solo
,Pullman Bangkok Grande Sukhumvit,4.2,0.127281358,business,family
,Pullman Bangkok Grande Sukhumvit,4.2,0.102337724,business,couple
,Pullman Bangkok Grande Sukhumvit,4.2,0.102337724,leisure,couple
,Pullman Bangkok Grande Sukhumvit,4.2,0.208686365,leisure,friend
,Pullman Bangkok Hotel G,3.4,0.172469443,business,family
,Pullman Bangkok Hotel G,3.4,0.172469443,leisure,family
,Pullman Bangkok Hotel G,3.4,0.084229263,leisure,couple
,Pullman Bangkok Hotel G,3.4,0.084229263,business,couple
,Pullman Bangkok King Power,4.2,0.089142043,leisure,couple
,Pullman Bangkok King Power,4.2,0.089142043,business,couple
,RD Hostel,1.8,0.042980895,leisure,family
,Rachanatda hostel,5,0.005245046,business,solo
,Radisson Blu Plaza Bangkok,4.2,0.223923104,leisure,friend
,Radisson Blu Plaza Bangkok,4.2,0.223923104,business,friend
,Ramada Plaza Bangkok Menam Riverside,2.6,0.076444761,business,couple
,Red Planet Asoke,2.6,0.073311973,leisure,family
,Red Planet Asoke,2.6,0.073311973,business,family
,Renaissance Bangkok Ratchaprasong Hotel,4.2,0.141236502,business,solo
,Renaissance Bangkok Ratchaprasong Hotel,4.2,0.141236502,leisure,couple
,Renaissance Bangkok Ratchaprasong Hotel,4.2,0.141236502,business,couple
,Rest 3,4.2,0.01260235,business,couple
,Rest 3,4.2,0.01260235,leisure,couple
,Restiny Hostel,4.2,0.004295716,leisure,solo
,Restiny Hostel,4.2,0.029215616,business,friend
,Retro39,2.6,0.052426724,business,family
,Retro39,2.6,0.052426724,leisure,family
,Rezt Bangkok,4.2,0.004295716,leisure,solo
,Rezt Bangkok,4.2,0.025655631,business,couple
,Rezt Bangkok,4.2,0.025655631,leisure,couple
,Riva Arun Bangkok,4.2,0.172564376,leisure,friend
,Riva Surya Bangkok,4.2,0.100700131,business,solo
,Riva Surya Bangkok,4.2,0.100700131,leisure,solo
,Rongratana Executive Residence,2.6,0.114631541,leisure,couple
,Rongratana Executive Residence,2.6,0.114631541,leisure,family
,Rongratana Executive Residence,2.6,0.114631541,business,family
,Room@Bangkok Boutique Guesthouse,2.6,0.061967485,leisure,friend
,Room@Bangkok Boutique Guesthouse,2.6,0.061967485,business,friend
,Royal Orchid Sheraton Hotel and Towers,4.2,0.100747597,leisure,couple
,Royal Orchid Sheraton Hotel and Towers,4.2,0.100747597,business,couple
,Royal Orchid Sheraton Hotel and Towers,4.2,0.205506111,leisure,family
,Royal Princess Larn Luang,2.6,0.12414857,business,family
,Royal View Resort - Rang Nam,4.2,0.067188798,business,friend
,Royal View Resort - Rang Nam,4.2,0.067188798,leisure,friend
,S Box Sukhumvit Hotel,4.2,0.017467663,leisure,solo
,S1hostel Bangkok,2.6,0.029215616,leisure,family
,S31 Sukhumvit Hotel,2.6,0.161409754,business,family
,S31 Sukhumvit Hotel,2.6,0.161409754,leisure,family
,S31 Sukhumvit Hotel,2.6,0.074664768,business,solo
,S31 Sukhumvit Hotel,2.6,0.074664768,leisure,solo
,SO Sofitel Bangkok,4.2,0.147953008,business,solo
,SO Sofitel Bangkok,4.2,0.147953008,business,couple
,SO Sofitel Bangkok,4.2,0.299916934,leisure,friend
,SO Sofitel Bangkok,4.2,0.299916934,business,friend
,SO Sofitel Bangkok,4.2,0.147953008,leisure,couple
,SO Sofitel Bangkok,4.2,0.147953008,leisure,solo
,SSIP Boutique Dhevej Bangkok,4.2,0.128895218,leisure,friend
,SSIP Boutique Dhevej Bangkok,4.2,0.06244215,leisure,couple
,SSIP Boutique Dhevej Bangkok,4.2,0.128895218,business,friend
,SSIP Boutique Dhevej Bangkok,4.2,0.06244215,business,couple
,Sabaidee Minitel,2.6,0.030402278,leisure,couple
,Sabaidee Minitel,2.6,0.030402278,business,couple
,Sacha's Hotel Uno,2.6,0.064103477,leisure,couple
,Sacha's Hotel Uno,2.6,0.132217871,business,family
,Sacha's Hotel Uno,2.6,0.064103477,business,couple
,Sam Sen Sam Place,2.6,0.038708912,business,family
,Samsen 360 Hostel,4.2,0.007950635,leisure,couple
,Samsen 360 Hostel,4.2,0.001969859,leisure,solo
,Samsen 360 Hostel,4.2,0.007950635,business,couple
,Sandy Serviced Apartment,3.4,0.014975673,leisure,solo
,Sandy Serviced Apartment,3.4,0.014975673,business,solo
,"Sathorn Vista, Bangkok - Marriott Executive Apartments",4.2,0.213812745,business,friend
,"Sathorn Vista, Bangkok - Marriott Executive Apartments",4.2,0.104900914,leisure,solo
,"Sathorn Vista, Bangkok - Marriott Executive Apartments",4.2,0.213812745,leisure,friend
,"Sathorn Vista, Bangkok - Marriott Executive Apartments",4.2,0.104900914,business,solo
,"Sathorn Vista, Bangkok - Marriott Executive Apartments",4.2,0.104900914,leisure,couple
,"Sathorn Vista, Bangkok - Marriott Executive Apartments",4.2,0.104900914,business,couple
,Seek Sleep Hostel,4.2,0.004319449,business,solo
,Shanghai Mansion Bangkok,4.2,0.056508841,business,couple
,Shanghai Mansion Bangkok,4.2,0.117004865,business,friend
,Shanghai Mansion Bangkok,4.2,0.056508841,business,solo
,Shanghai Mansion Bangkok,4.2,0.117004865,leisure,friend
,Shanghai Mansion Bangkok,4.2,0.056508841,leisure,solo
,Shangri-La Hotel Bangkok,4.2,0.17757209,business,solo
,Shangri-La Hotel Bangkok,4.2,0.17757209,business,couple
,Shangri-La Hotel Bangkok,4.2,0.359155097,leisure,friend
,Shangri-La Hotel Bangkok,4.2,0.359155097,business,friend
,Shangri-La Hotel Bangkok,4.2,0.17757209,leisure,solo
,"Sheraton Grande Sukhumvit, A Luxury Collection Hotel",4.2,0.138103714,leisure,couple
,"Sheraton Grande Sukhumvit, A Luxury Collection Hotel",4.2,0.138103714,leisure,solo
,"Sheraton Grande Sukhumvit, A Luxury Collection Hotel",4.2,0.138103714,business,couple
,Siam Privi Residence,2.6,0.010727424,leisure,family
,Siam Privi Residence,2.6,0.010727424,business,family
,Siamaze Hostel,4.2,0.041082236,business,family
,Siamaze Hostel,4.2,0.041082236,leisure,friend
,Siamaze Hostel,4.2,0.002871722,business,solo
,Siamaze Hostel,4.2,0.041082236,business,friend
,Siamaze Hostel,4.2,0.002871722,leisure,solo
,Siamese Nanglinchee,4.2,0.029500415,business,couple
,Siamese Nanglinchee,4.2,0.029500415,business,solo
,Siamese Nanglinchee,4.2,0.029500415,leisure,couple
,Siamese Nanglinchee,4.2,0.029500415,leisure,solo
,Siamhubbiz Hostel,2.6,0.061255488,business,friend
,Siamhubbiz Hostel,2.6,0.061255488,leisure,friend
,SilQ Bangkok Hotel,3.4,0.055322179,leisure,solo
,SilQ Bangkok Hotel,3.4,0.055322179,leisure,family
,SilQ Bangkok Hotel,3.4,0.055322179,business,family
,SilQ Bangkok Hotel,3.4,0.055322179,leisure,couple
,SilQ Bangkok Hotel,3.4,0.055322179,business,solo
,Silom Bird House,4.2,0.026438828,leisure,family
,Silom Bird House,4.2,0.005078913,business,solo
,Silom City Hotel,2.6,0.028028955,business,family
,Siri Poshtel Bangkok,4.2,0.033962264,leisure,couple
,Siri Sathorn Executive Serviced Residence,4.2,0.110857957,business,friend
,Siri Sathorn Executive Serviced Residence,4.2,0.064791741,business,solo
,Siri Sathorn Executive Serviced Residence,4.2,0.064791741,leisure,couple
,Siri Sathorn Executive Serviced Residence,4.2,0.110857957,leisure,family
,Siri Sathorn Executive Serviced Residence,4.2,0.064791741,business,couple
,Siri Sathorn Executive Serviced Residence,4.2,0.064791741,leisure,solo
,Siri Sathorn Executive Serviced Residence,4.2,0.110857957,leisure,friend
,Sitara Place Serviced Apartments,4.2,0.021858313,business,solo
,Sivatel Bangkok,4.2,0.106348641,leisure,solo
,Sivatel Bangkok,4.2,0.106348641,business,couple
,Sivatel Bangkok,4.2,0.106348641,leisure,couple
,Sleeplab Hostel,4.2,0.045354219,leisure,friend
,Sleeplab Hostel,4.2,0.011178355,business,solo
,Sleeplab Hostel,4.2,0.020671651,business,couple
,Sleeplab Hostel,4.2,0.020671651,leisure,couple
,Sofitel Bangkok Sukhumvit,4.2,0.649649935,business,family
,Sofitel Bangkok Sukhumvit,4.2,0,leisure,friend
,Sofitel Bangkok Sukhumvit,4.2,0.1166726,business,couple
,Sofitel Bangkok Sukhumvit,4.2,0.1166726,business,solo
,Sofitel Bangkok Sukhumvit,4.2,0.1166726,leisure,couple
,Sofitel Bangkok Sukhumvit,4.2,0,business,friend
,Some Rest Hostel,4.2,0.00666904,leisure,solo
,Some Rest Hostel,4.2,0.00666904,business,solo
,Some Rest Hostel,4.2,0.038708912,business,friend
,Some Rest Hostel,4.2,0.038708912,leisure,friend
,Somerset Lake Point Bangkok,3.4,0.107891302,business,family
,Somerset Lake Point Bangkok,3.4,0.055227246,leisure,couple
,Somerset Lake Point Bangkok,3.4,0.107891302,business,friend
,Somerset Lake Point Bangkok,3.4,0.107891302,leisure,friend
,Somerset Park Suanplu,2.6,0.105684111,business,family
,Somerset Park Suanplu,2.6,0.057434437,leisure,solo
,Somerset Park Suanplu,2.6,0.057434437,business,couple
,Somerset Park Suanplu,2.6,0.057434437,leisure,couple
,Somerset Park Suanplu,2.6,0.057434437,business,solo
,Somerset Sukhumvit Thonglor,4.2,0.25928563,leisure,friend
,Somerset Sukhumvit Thonglor,4.2,0.085938056,business,couple
,Somerset Sukhumvit Thonglor,4.2,0.25928563,business,friend
,Somerset Sukhumvit Thonglor,4.2,0.085938056,leisure,couple
,Studio 62,4.2,0.017348997,business,solo
,Sukhumvit 12 Bangkok Hotel & Suites,4.2,0.05577311,business,couple
,Sukhumvit 12 Bangkok Hotel & Suites,4.2,0.05577311,leisure,couple
,Summit Pavilion Hotel,1,0.067188798,business,friend
,Summit Pavilion Hotel,1,0.067188798,leisure,friend
,Suneta Hostel Khaosan,4.2,0.013836478,leisure,couple
,Suneta Hostel Khaosan,4.2,0.00491278,leisure,solo
,Suneta Hostel Khaosan,4.2,0.013836478,business,couple
,Swissotel Le Concorde Bangkok,4.2,0.071959179,leisure,couple
,Swissotel Le Concorde Bangkok,4.2,0.147953008,business,friend
,Swissotel Le Concorde Bangkok,4.2,0.147953008,leisure,family
,Swissotel Le Concorde Bangkok,4.2,0.147953008,leisure,friend
,T Hostel @ Rama4,4.2,0.013812745,business,couple
,T Hostel @ Rama4,4.2,0.013812745,leisure,couple
,T Hostel @ Rama4,4.2,0.027340691,business,friend
,T Hostel @ Rama4,4.2,0.027340691,leisure,friend
,THA City Loft Hotel,3.4,0.052948855,business,friend
,THA City Loft Hotel,3.4,0.052948855,leisure,friend
,THE NARA-RAM 3 SUITE Boutique Service Apartment,2.6,0.023044974,leisure,couple
,THE NARA-RAM 3 SUITE Boutique Service Apartment,2.6,0.023044974,business,couple
,Tanatawey Places,4.2,0.047727542,leisure,family
,Tanatawey Places,4.2,0.047727542,business,family
,Tanatawey Places,4.2,0.021858313,business,solo
,Tanatip Place,2.6,0.01260235,business,solo
,Tanatip Place,2.6,0.01260235,leisure,solo
,Tara Place,4.2,0.067188798,business,friend
,Tara Place,4.2,0.03158894,leisure,solo
,Tara Place,4.2,0.067188798,leisure,friend
,Ten Ekamai Suites by Aspira,2.6,0.064530675,business,family
,Ten Ekamai Suites by Aspira,2.6,0.064530675,leisure,friend
,Ten Ekamai Suites by Aspira,2.6,0.064530675,business,friend
,Tenface Bangkok,4.2,0.049388869,leisure,couple
,Thai Cat Hostel,4.2,0.071935446,leisure,couple
,Thai Cat Hostel,4.2,0.071935446,business,couple
,Thamrongin Hotel,1,0.064815474,business,friend
,Thamrongin Hotel,1,0.064815474,leisure,friend
,Thanaree place,1,0.048202207,business,family
,The Backpack Hostel,4.2,0.03158894,business,couple
,The Backpack Hostel,4.2,0.03158894,leisure,couple
,The Blocks Hostel,4.2,0.003821051,business,solo
,The Blocks Hostel,4.2,0.003821051,leisure,solo
,The Capital Mansion,2.6,0.090922036,leisure,friend
,The Choice Residence,4.2,0.041082236,leisure,friend
,The Choice Residence,4.2,0.018535659,business,solo
,The Continent Bangkok by Compass Hospitality,2.6,0.090898303,leisure,family
,The Cube Hostel,4.2,0.005482378,leisure,solo
,The Dawin Nana,4.2,0.100367865,leisure,family
,The Dawin Nana,4.2,0.048178474,leisure,solo
,The Dawin Nana,4.2,0.100367865,business,family
,The Dawin Nana,4.2,0.048178474,business,solo
,The Hostel 16,4.2,0.002871722,business,solo
,The Journey Hotel,4.2,0.016162335,leisure,couple
,The Journey Hotel,4.2,0.016162335,business,couple
,The Journey Hotel,4.2,0.016162335,leisure,family
,The Local Surasak Hostel,4.2,0.001922392,business,solo
,The Myth - Sud Sathorn,4.2,0.067995728,leisure,friend
,The Myth - Sud Sathorn,4.2,0.031992405,business,couple
,The Myth - Sud Sathorn,4.2,0.031992405,leisure,solo
,The Myth - Sud Sathorn,4.2,0.031992405,business,solo
,The Myth - Sud Sathorn,4.2,0.067995728,business,friend
,The Myth - Sud Sathorn,4.2,0.031992405,leisure,couple
,The Narathiwas Hotel & Residence Sathorn Bangkok,2.6,0.049388869,business,couple
,The Narathiwas Hotel & Residence Sathorn Bangkok,2.6,0.049388869,leisure,couple
,The Oasis Hostel,4.2,0.004295716,leisure,solo
,The Orchid House 153,4.2,0.038708912,business,couple
,The Orchid House 153,4.2,0.038708912,business,solo
,The Park Residence @ Bangkok,2.6,0.071935446,leisure,family
,The Posh Phayathai,4.2,0.071698113,leisure,family
,The Raya Surawong Bangkok,2.6,0.073240774,leisure,couple
,The Region,2.6,0.04345556,leisure,family
,The Region,2.6,0.04345556,business,family
,The Residence on Thonglor,4.2,0.151916459,leisure,friend
,The Residence on Thonglor,4.2,0.073952771,business,solo
,The Residence on Thonglor,4.2,0.151916459,business,family
,The Residence on Thonglor,4.2,0.073952771,leisure,solo
,The Residence on Thonglor,4.2,0.151916459,business,friend
,The Residence on Thonglor,4.2,0.151916459,leisure,family
,The Royal ThaTien Village,4.2,0.052948855,leisure,friend
,The Royal ThaTien Village,4.2,0.024468969,leisure,solo
,The Royal ThaTien Village,4.2,0.052948855,business,friend
,The Sathon Vimanda Hotel,2.6,0.032063605,business,family
,The Sathon Vimanda Hotel,2.6,0.032063605,leisure,family
