user_id,hotel_name,rating,price,trip_type,companion,star,district,destination
,The Choice Residence,4.2,0.041082236,leisure,friend,3,Chom Thong, Bangkok
,The Choice Residence,4.2,0.018535659,business,solo,3,Chom Thong, Bangkok
,The Continent Bangkok by Compass Hospitality,2.6,0.090898303,leisure,family,5,Wattana, Bangkok
,The Cube Hostel,4.2,0.005482378,leisure,solo,3,Bang Rak, Bangkok
,The Dawin Nana,4.2,0.100367865,leisure,family,3,Khlong Toei, Bangkok
,The Dawin Nana,4.2,0.048178474,leisure,solo,3,Khlong Toei, Bangkok
,The Dawin Nana,4.2,0.100367865,business,family,3,Khlong Toei, Bangkok
,The Dawin Nana,4.2,0.048178474,business,solo,3,Khlong Toei, Bangkok
,The Hostel 16,4.2,0.002871722,business,solo,No preference,Khlong Toei, Bangkok
,The Journey Hotel,4.2,0.016162335,leisure,couple,3,Laksi, Bangkok
,The Journey Hotel,4.2,0.016162335,business,couple,3,Laksi, Bangkok
,The Journey Hotel,4.2,0.016162335,leisure,family,3,Laksi, Bangkok
,The Local Surasak Hostel,4.2,0.001922392,business,solo,2,Sathorn, Bangkok
,The Myth - Sud Sathorn,4.2,0.067995728,leisure,friend,3,Sathorn, Bangkok
,The Myth - Sud Sathorn,4.2,0.031992405,business,couple,3,Sathorn, Bangkok
,The Myth - Sud Sathorn,4.2,0.031992405,leisure,solo,3,Sathorn, Bangkok
,The Myth - Sud Sathorn,4.2,0.031992405,business,solo,3,Sathorn, Bangkok
,The Myth - Sud Sathorn,4.2,0.067995728,business,friend,3,Sathorn, Bangkok
,The Myth - Sud Sathorn,4.2,0.031992405,leisure,couple,3,Sathorn, Bangkok
,The Narathiwas Hotel & Residence Sathorn Bangkok,2.6,0.049388869,business,couple,4,Sathorn, Bangkok
,The Narathiwas Hotel & Residence Sathorn Bangkok,2.6,0.049388869,leisure,couple,4,Sathorn, Bangkok
,The Oasis Hostel,4.2,0.004295716,leisure,solo,No preference,Bangkok,0
,The Orchid House 153,4.2,0.038708912,business,couple,2,Bangkok,0
,The Orchid House 153,4.2,0.038708912,business,solo,2,Bangkok,0
,The Park Residence @ Bangkok,2.6,0.071935446,leisure,family,3,Din Daeng, Bangkok
,The Posh Phayathai,4.2,0.071698113,leisure,family,No preference,Pathumwan, Bangkok
,The Raya Surawong Bangkok,2.6,0.073240774,leisure,couple,3,Bang Rak, Bangkok
,The Region,2.6,0.04345556,leisure,family,2,Bangkok,0
,The Region,2.6,0.04345556,business,family,2,Bangkok,0
,The Residence on Thonglor,4.2,0.151916459,leisure,friend,4,Wattana, Bangkok
,The Residence on Thonglor,4.2,0.073952771,business,solo,4,Wattana, Bangkok
,The Residence on Thonglor,4.2,0.151916459,business,family,4,Wattana, Bangkok
,The Residence on Thonglor,4.2,0.073952771,leisure,solo,4,Wattana, Bangkok
,The Residence on Thonglor,4.2,0.151916459,business,friend,4,Wattana, Bangkok
,The Residence on Thonglor,4.2,0.151916459,leisure,family,4,Wattana, Bangkok
,The Royal ThaTien Village,4.2,0.052948855,leisure,friend,2,Bangkok,0
,The Royal ThaTien Village,4.2,0.024468969,leisure,solo,2,Bangkok,0
,The Royal ThaTien Village,4.2,0.052948855,business,friend,2,Bangkok,0
,The Sathon Vimanda Hotel,2.6,0.032063605,business,family,3,Sathorn, Bangkok
,The Sathon Vimanda Hotel,2.6,0.032063605,leisure,family,3,Sathorn, Bangkok
,The Siam,4.2,1,leisure,friend,5,Dusit, Bangkok
,The Siam,4.2,1,business,friend,5,Dusit, Bangkok
,The Sukhothai Bangkok,4.2,0.17757209,business,solo,5,Sathorn, Bangkok
,The Tawana Bangkok,2.6,0.102788656,business,family,4,Bang Rak, Bangkok
,The Tawana Bangkok,2.6,0.102788656,leisure,family,4,Bang Rak, Bangkok
,The Vertical Suite,2.6,0.068138127,business,family,4,Bangkok,0
,The Warehouse Bangkok,2.6,0.071840513,business,family,3,Bangkok,0
,The Warehouse Bangkok,2.6,0.071840513,leisure,family,3,Bangkok,0
,The Yard Hostel,4.2,0.03158894,business,couple,2,Phaya Thai, Bangkok
,ThongLor Travellers Hostel and Cafe,4.2,0.050575531,business,friend,No preference,Wattana, Bangkok
,Tiger Lily Hostel,4.2,0.004770381,leisure,solo,2,Bangkok,0
,Tiger Lily Hostel,4.2,0.004770381,business,solo,2,Bangkok,0
,Tower Club At lebua,4.2,0.147644476,business,couple,5,Bang Rak, Bangkok
,Tower Club At lebua,4.2,0.147644476,leisure,solo,5,Bang Rak, Bangkok
,Trica Hostel,4.2,0.024468969,leisure,friend,No preference,Bangkok,0
,Trica Hostel,4.2,0.002634389,business,solo,No preference,Bangkok,0
,Trica Hostel,4.2,0.010229026,leisure,couple,No preference,Bangkok,0
,Trica Hostel,4.2,0.024468969,business,friend,No preference,Bangkok,0
,Trica Hostel,4.2,0.002634389,leisure,solo,No preference,Bangkok,0
,Triple Two Silom,4.2,0.057339504,business,solo,4,Bang Rak, Bangkok
,Triple Two Silom,4.2,0.057339504,leisure,solo,4,Bang Rak, Bangkok
,Triple Two Silom,4.2,0.118689925,business,friend,4,Bang Rak, Bangkok
,U Sathorn Bangkok,4.2,0.116648867,leisure,solo,5,Sathorn, Bangkok
,U Sathorn Bangkok,4.2,0.116648867,business,solo,5,Sathorn, Bangkok
,U Sukhumvit Bangkok,4.2,0.166892132,leisure,friend,4,Wattana, Bangkok
,U Sukhumvit Bangkok,4.2,0.166892132,business,friend,4,Wattana, Bangkok
,U Sukhumvit Bangkok,4.2,0.076421028,business,solo,4,Wattana, Bangkok
,U Sukhumvit Bangkok,4.2,0.076421028,leisure,solo,4,Wattana, Bangkok
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,leisure,solo,3,Saphan Sung, Bangkok
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,leisure,couple,3,Saphan Sung, Bangkok
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.114275543,business,friend,3,Saphan Sung, Bangkok
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.114275543,leisure,friend,3,Saphan Sung, Bangkok
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,business,solo,3,Saphan Sung, Bangkok
,Udee Bangkok Hostel,3.4,0.00666904,leisure,solo,3,Phaya Thai, Bangkok
,Unitato Hostel,4.2,0.019722321,leisure,friend,No preference,Phaya Thai, Bangkok
,Unitato Hostel,4.2,0.001922392,leisure,solo,No preference,Phaya Thai, Bangkok
,Unitato Hostel,4.2,0.019722321,business,friend,No preference,Phaya Thai, Bangkok
,United Residence,4.2,0.026367628,business,couple,3,Wattana, Bangkok
,Urban Hostel Bangkok,4.2,0.023519639,business,friend,No preference,Bang Rak, Bangkok
,V Residence Bangkok,4.2,0.116862466,leisure,family,4,Wattana, Bangkok
,V Residence Bangkok,4.2,0.116862466,business,family,4,Wattana, Bangkok
,VM1 Hostel,4.2,0.005957043,business,solo,2,Phaya Thai, Bangkok
,VM1 Hostel,4.2,0.030164946,leisure,friend,2,Phaya Thai, Bangkok
,Villa Phra Sumen Bangkok,4.2,0.041841699,leisure,couple,3,Bangkok,0
,Villa Phra Sumen Bangkok,4.2,0.041841699,leisure,solo,3,Bangkok,0
,Villa Phra Sumen Bangkok,4.2,0.041841699,business,solo,3,Bangkok,0
,Villa Phra Sumen Bangkok,4.2,0.041841699,business,couple,3,Bangkok,0
,Viva Garden Serviced Residence,4.2,0.044404889,business,solo,4,Bangkok,0
,Viva Garden Serviced Residence,4.2,0.098042008,business,friend,4,Bangkok,0
,Viva Garden Serviced Residence,4.2,0.098042008,leisure,friend,4,Bangkok,0
,Viva Garden Serviced Residence,4.2,0.044404889,leisure,couple,4,Bangkok,0
,Viva Garden Serviced Residence,4.2,0.044404889,business,couple,4,Bangkok,0
,Viva Garden Serviced Residence,4.2,0.044404889,leisure,solo,4,Bangkok,0
,W Bangkok Hotel,4.2,0.144037024,business,solo,5,Bang Rak, Bangkok
,W Bangkok Hotel,4.2,0.292084965,business,family,5,Bang Rak, Bangkok
,W Home Bangkok,4.2,0.03158894,business,couple,3,Bangkok,0
,W Home Bangkok,4.2,0.03158894,leisure,couple,3,Bangkok,0
,WH hostel,4.2,0.045828883,business,friend,2,Khlong Toei, Bangkok
,Wayla Hostel,4.2,0.003583719,business,solo,2,Dusit, Bangkok
,Wayla Hostel,4.2,0.026367628,leisure,friend,2,Dusit, Bangkok
,Wayla Hostel,4.2,0.026367628,business,friend,2,Dusit, Bangkok
,Wayla Hostel,4.2,0.011178355,leisure,couple,2,Dusit, Bangkok
,Wealth 30th,2.6,0.013789012,business,family,2,Bangkok,0
,Wealth 30th,2.6,0.013789012,leisure,family,2,Bangkok,0
,Weeping Willow,5,0.047442744,leisure,family,2,Khlong Toei, Bangkok
,Well Hotel Bangkok,4.2,0.06588347,leisure,solo,5,Khlong Toei, Bangkok
,Well Hotel Bangkok,4.2,0.06588347,business,couple,5,Khlong Toei, Bangkok
,Well Hotel Bangkok,4.2,0.06588347,business,solo,5,Khlong Toei, Bangkok
,Well Hotel Bangkok,4.2,0.06588347,leisure,couple,5,Khlong Toei, Bangkok
,Yellow Ribbon Hills Boutique Suites,2.6,0.033938531,business,family,3,Sathorn, Bangkok
,Yim Huai Khwang,4.2,0.057695503,business,family,2,Huai Khwang, Bangkok
,Yim Huai Khwang,4.2,0.057695503,leisure,family,2,Huai Khwang, Bangkok
,Yim Huai Khwang,4.2,0.057695503,business,friend,2,Huai Khwang, Bangkok
,Yim Huai Khwang,4.2,0.00666904,business,solo,2,Huai Khwang, Bangkok
,Yindee Hostel Bangkok,4.2,0.002871722,leisure,solo,No preference,Bang Rak, Bangkok
,Yindee Hostel Bangkok,4.2,0.028740952,business,friend,No preference,Bang Rak, Bangkok
,Yindee Hostel Bangkok,4.2,0.028740952,leisure,friend,No preference,Bang Rak, Bangkok
,Yoo Yen Pen Sook,4.2,0.032063605,leisure,friend,2,Phaya Thai, Bangkok
,Yoo Yen Pen Sook,4.2,0.005007713,leisure,solo,2,Phaya Thai, Bangkok
,ZEN Rooms Charurat,1,0.025655631,leisure,solo,No preference,Pathumwan, Bangkok
,ZEN Rooms Charurat,1,0.025655631,business,solo,No preference,Pathumwan, Bangkok
,ZEN Rooms Ladprao Soi 23,2.6,0.019722321,leisure,solo,1,Chatuchak, Bangkok
,ZEN Rooms Ladprao Soi 23,2.6,0.019722321,business,solo,1,Chatuchak, Bangkok
,Zenniq,2.6,0.077156758,business,friend,3,Thonburi, Bangkok
,Ziniza The Boutique Service Apartment,2.6,0.052948855,business,family,3,Bang Sue, Bangkok
,Ziniza The Boutique Service Apartment,2.6,0.052948855,leisure,family,3,Bang Sue, Bangkok
,iCheck inn Sukhumvit 19,2.6,0.094719354,business,family,3,Wattana, Bangkok
,iSanook Hostel,4.2,0.002515723,leisure,solo,3,Bang Rak, Bangkok
,iSanook Hostel,4.2,0.002515723,business,solo,3,Bang Rak, Bangkok
,lebua at State Tower,4.2,0.109315296,business,couple,5,Bang Rak, Bangkok
,the FAH silom,4.2,0.032229738,business,solo,4,Bang Rak, Bangkok
,the FAH silom,4.2,0.032229738,leisure,solo,4,Bang Rak, Bangkok
